Employee_ID,Age,Gender,Department,Job_Role,Job_Level,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Salary_Band,Hourly_Rate,Monthly_Rate,Job_Involvement,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_With_Current_Manager,Total_Working_Years,Years_Since_Last_Promotion,Num_Companies_Worked,Stock_Option_Level,Percent_Salary_Hike,Daily_Rate,Daily_Hours,Job_Change_Last_2Y,Manager_Change_Last_2Y,Attrition
EMP11226,30,Male,Research & Development,Research Scientist,1,Master's,Single,Non-Travel,30.0,4557,Medium,90.0,12158.0,3,3.0,1.0,3.0,3.0,4,No,0.0,5,5,5,9,0.0,0,0,10.0,1473,8.3,No,Yes,Yes
EMP11227,60,Female,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Rarely,2.0,9427,High,99.0,16785.0,2,3.0,3.0,2.0,4.0,3,No,0.0,21,10,13,28,6.0,2,1,24.0,1497,7.2,No,No,No
EMP11228,42,Female,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,6.0,6769,Medium,97.0,23428.0,3,3.0,3.0,2.0,1.0,3,No,1.0,18,6,14,19,1.0,5,1,10.0,971,9.7,No,No,No
EMP11229,33,Female,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,,8759,High,85.0,7968.0,4,2.0,3.0,3.0,4.0,3,No,2.0,12,3,12,19,6.0,5,1,16.0,1474,9.6,Yes,No,No
EMP11230,46,Female,Human Resources,HR Executive,2,Doctorate,Single,Travel_Frequently,8.0,8837,High,93.0,17824.0,4,3.0,2.0,4.0,2.0,3,No,4.0,18,5,1,20,4.0,4,0,25.0,662,9.3,No,No,No
EMP11231,26,Female,Finance,Financial Analyst,2,Master's,Married,Non-Travel,19.0,8094,High,80.0,11552.0,2,3.0,3.0,3.0,3.0,4,No,6.0,5,5,0,12,5.0,4,1,18.0,1462,8.1,No,No,No
EMP11232,29,Female,Human Resources,HR Executive,2,Doctorate,Married,Travel_Frequently,16.0,6009,Medium,60.0,21269.0,3,3.0,3.0,1.0,3.0,2,No,3.0,8,5,3,10,5.0,4,2,15.0,122,7.7,Yes,No,Yes
EMP11233,49,Male,Sales,Sales Executive,2,Bachelor's,Single,Travel_Rarely,3.0,8044,High,31.0,7736.0,1,2.0,3.0,3.0,2.0,2,No,4.0,16,6,4,18,6.0,5,0,25.0,1330,8.5,Yes,No,No
EMP11234,58,Female,Research & Development,Research Scientist,3,High School,Single,Travel_Rarely,38.0,10783,Very High,80.0,5900.0,2,3.0,3.0,3.0,3.0,3,No,0.0,11,6,10,13,3.0,2,1,18.0,1363,10.5,No,No,No
EMP11235,44,Female,Finance,Financial Analyst,2,Master's,Married,Travel_Rarely,10.0,6284,Medium,33.0,17516.0,3,4.0,3.0,3.0,2.0,3,No,2.0,3,3,2,3,0.0,2,2,22.0,946,7.6,No,No,No
EMP11236,45,Male,Research & Development,Research Scientist,4,Master's,Married,Travel_Frequently,21.0,12083,Very High,46.0,18338.0,4,4.0,3.0,2.0,1.0,3,Yes,2.0,16,10,4,23,8.0,2,1,18.0,759,10.5,No,Yes,No
EMP11237,45,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Frequently,40.0,6333,Medium,44.0,18156.0,3,3.0,4.0,3.0,4.0,4,Yes,6.0,20,10,14,25,1.0,0,1,17.0,675,9.8,No,No,No
EMP11238,46,Female,Research & Development,Research Scientist,5,Bachelor's,Married,Non-Travel,,11558,Very High,24.0,22390.0,3,3.0,2.0,1.0,2.0,1,Yes,3.0,4,4,2,7,4.0,4,0,21.0,589,9.2,Yes,No,Yes
EMP11239,30,Female,Sales,Sales Executive,1,Bachelor's,Single,Travel_Rarely,37.0,6579,Medium,38.0,23087.0,4,4.0,4.0,1.0,4.0,3,Yes,5.0,9,2,7,14,2.0,5,1,22.0,159,9.6,No,No,No
EMP11240,23,Female,Research & Development,Research Scientist,1,Master's,Divorced,Travel_Rarely,20.0,4497,Low,54.0,5311.0,3,1.0,3.0,3.0,3.0,3,No,5.0,2,2,2,9,2.0,1,0,13.0,825,9.9,No,No,No
EMP11241,30,Female,Research & Development,Research Scientist,4,Bachelor's,Single,Travel_Rarely,21.0,9869,High,34.0,15893.0,3,2.0,2.0,4.0,3.0,4,No,6.0,9,5,9,14,3.0,0,1,10.0,669,9.8,No,No,Yes
EMP11242,33,Female,Human Resources,HR Executive,3,Bachelor's,Married,,1.0,11060,Very High,70.0,16311.0,4,2.0,3.0,2.0,3.0,3,No,4.0,12,0,2,18,0.0,5,1,20.0,1122,,No,No,No
EMP11243,46,Female,Human Resources,HR Executive,3,Bachelor's,Single,Travel_Rarely,6.0,12048,Very High,84.0,13271.0,3,4.0,3.0,,,3,No,5.0,24,9,1,27,4.0,1,0,19.0,1147,7.0,No,No,Yes
EMP11244,26,Male,IT,Software Engineer,2,Bachelor's,Single,Travel_Rarely,10.0,6425,Medium,36.0,19360.0,1,2.0,3.0,1.0,4.0,3,No,0.0,5,5,2,7,4.0,4,3,22.0,1166,10.3,No,No,No
EMP11245,57,Female,Sales,Sales Executive,4,Master's,Married,Travel_Rarely,40.0,8815,High,,10486.0,3,2.0,2.0,3.0,2.0,2,Yes,3.0,0,0,0,5,0.0,6,0,25.0,428,8.3,No,No,No
EMP11246,55,Female,Research & Development,Research Scientist,1,Master's,Single,Travel_Frequently,11.0,3087,Low,67.0,5568.0,1,3.0,2.0,3.0,3.0,4,No,1.0,2,2,1,4,0.0,2,0,13.0,1459,7.6,No,No,No
EMP11247,43,Male,Research & Development,Research Scientist,1,Master's,Divorced,,11.0,8428,High,50.0,21348.0,3,3.0,2.0,2.0,2.0,3,Yes,5.0,16,1,6,19,6.0,3,0,12.0,779,8.2,No,No,No
EMP11248,33,Female,IT,Software Engineer,3,Bachelor's,Divorced,Travel_Rarely,6.0,8195,High,37.0,4574.0,3,4.0,1.0,3.0,3.0,3,No,6.0,9,9,3,11,8.0,5,2,25.0,1031,9.1,No,No,Yes
EMP11249,55,Male,Sales,Sales Executive,2,High School,Single,Non-Travel,19.0,9018,High,57.0,,3,3.0,4.0,2.0,3.0,1,No,3.0,21,8,5,22,7.0,2,1,13.0,1352,9.4,No,No,Yes
EMP11250,52,Male,Research & Development,Research Scientist,1,Master's,Single,Travel_Frequently,16.0,5890,Medium,49.0,8331.0,3,2.0,3.0,1.0,3.0,3,No,1.0,1,1,1,8,1.0,4,1,15.0,163,7.5,Yes,No,No
EMP11251,34,Female,Operations,Operations Coordinator,4,Master's,Married,Travel_Rarely,9.0,10217,Very High,52.0,16451.0,4,3.0,1.0,3.0,4.0,3,No,4.0,8,8,2,10,8.0,4,1,11.0,1154,7.7,No,No,No
EMP11252,32,Male,Finance,Financial Analyst,3,Master's,Married,Travel_Frequently,16.0,8870,High,90.0,11317.0,3,2.0,1.0,3.0,4.0,3,No,1.0,6,6,6,8,,4,1,16.0,399,8.7,No,Yes,Yes
EMP11253,36,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,18.0,6070,Medium,26.0,4097.0,2,4.0,2.0,4.0,4.0,3,No,2.0,15,5,5,19,6.0,5,1,12.0,948,9.7,No,No,No
EMP11254,22,Female,Finance,Financial Analyst,2,Master's,Married,Travel_Frequently,38.0,4994,Medium,63.0,24821.0,4,,,3.0,4.0,3,No,2.0,1,1,1,6,0.0,2,2,25.0,1497,8.4,No,No,No
EMP11255,33,Female,Research & Development,Research Scientist,3,Bachelor's,Married,Non-Travel,24.0,7654,High,90.0,19630.0,2,4.0,2.0,2.0,4.0,3,No,2.0,0,0,0,2,0.0,3,0,14.0,424,7.6,No,Yes,Yes
EMP11256,50,Male,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Rarely,12.0,7094,High,43.0,12577.0,3,3.0,1.0,3.0,2.0,3,No,5.0,7,1,7,11,3.0,4,0,20.0,781,10.0,No,No,No
EMP11257,43,Male,Sales,Sales Executive,1,Doctorate,Married,Travel_Rarely,1.0,7716,High,48.0,17352.0,3,4.0,4.0,4.0,2.0,2,No,2.0,22,10,4,29,7.0,4,0,,739,9.8,Yes,No,No
EMP11258,44,Male,Research & Development,Research Scientist,1,Bachelor's,Divorced,Travel_Rarely,15.0,5450,Medium,,10568.0,3,2.0,,3.0,2.0,3,Yes,5.0,10,9,8,15,1.0,3,0,20.0,1016,8.6,No,No,Yes
EMP11259,26,Female,Human Resources,HR Executive,2,Bachelor's,Married,Non-Travel,10.0,6400,Medium,97.0,10730.0,4,2.0,4.0,2.0,4.0,3,No,4.0,1,1,1,1,1.0,3,0,20.0,1109,8.2,No,No,No
EMP11260,57,Male,Finance,Financial Analyst,4,Bachelor's,Single,Non-Travel,18.0,13892,Very High,26.0,,3,3.0,4.0,3.0,4.0,3,No,0.0,22,6,12,24,5.0,1,0,25.0,538,8.7,No,No,No
EMP11261,39,Female,Research & Development,Research Scientist,1,Bachelor's,Divorced,Travel_Rarely,33.0,3220,Low,74.0,7579.0,2,1.0,3.0,3.0,3.0,3,No,2.0,3,2,3,5,,6,2,14.0,685,9.7,No,Yes,No
EMP11262,26,Male,Human Resources,HR Executive,3,Master's,Single,Non-Travel,37.0,9295,High,93.0,12299.0,3,2.0,3.0,3.0,3.0,3,No,4.0,5,5,5,9,5.0,1,1,20.0,1111,7.5,No,No,No
EMP11263,38,Female,Research & Development,Research Scientist,1,Doctorate,Married,Travel_Rarely,37.0,4155,Low,52.0,16542.0,2,3.0,2.0,3.0,3.0,2,No,0.0,1,1,1,5,1.0,6,1,21.0,1466,9.9,No,No,No
EMP11264,54,Male,Human Resources,HR Executive,2,Master's,Divorced,Travel_Rarely,2.0,6995,Medium,33.0,7050.0,1,3.0,4.0,1.0,4.0,3,No,1.0,16,11,9,16,0.0,0,0,22.0,1157,8.9,No,Yes,No
EMP11265,36,Male,Sales,Sales Executive,1,Master's,Single,Non-Travel,11.0,6745,Medium,73.0,14222.0,3,3.0,3.0,3.0,3.0,2,Yes,3.0,8,8,8,8,1.0,4,0,10.0,1220,9.7,No,No,No
EMP11266,58,Male,Finance,Financial Analyst,3,High School,Single,Travel_Rarely,,11731,Very High,82.0,11671.0,3,4.0,,3.0,2.0,1,No,3.0,21,0,14,27,4.0,4,2,20.0,821,10.2,No,No,No
EMP11267,52,Male,Finance,Financial Analyst,1,Master's,Married,Travel_Rarely,38.0,6980,Medium,51.0,7224.0,4,2.0,3.0,2.0,4.0,2,No,1.0,17,2,5,24,1.0,5,1,18.0,718,8.7,Yes,No,Yes
EMP11268,48,Female,Operations,Operations Coordinator,1,Master's,Single,Non-Travel,33.0,9238,High,51.0,21058.0,1,,2.0,4.0,2.0,3,No,1.0,22,9,13,27,4.0,2,1,13.0,231,8.4,Yes,Yes,No
EMP11269,23,Female,Research & Development,Research Scientist,1,Bachelor's,Married,Travel_Rarely,18.0,3917,Low,89.0,12498.0,3,3.0,3.0,3.0,3.0,3,Yes,4.0,2,2,2,3,2.0,1,2,22.0,264,8.7,No,Yes,No
EMP11270,39,Male,Research & Development,Research Scientist,2,High School,Married,Non-Travel,18.0,7064,High,83.0,14570.0,3,2.0,3.0,3.0,3.0,3,No,5.0,18,2,9,24,9.0,5,1,16.0,1009,8.3,No,No,No
EMP11271,44,Male,Operations,Operations Coordinator,3,Bachelor's,Single,Non-Travel,9.0,8671,High,86.0,16942.0,2,3.0,3.0,3.0,4.0,2,No,3.0,11,0,5,17,1.0,0,2,20.0,645,7.9,No,No,No
EMP11272,58,Male,Finance,Financial Analyst,1,Master's,Married,Non-Travel,31.0,9361,High,54.0,12327.0,1,4.0,3.0,3.0,1.0,3,No,4.0,21,10,9,21,4.0,4,1,12.0,938,9.1,Yes,Yes,No
EMP11273,47,Male,Sales,Sales Executive,2,Master's,Single,Travel_Rarely,16.0,6786,Medium,48.0,14825.0,2,2.0,2.0,3.0,3.0,3,No,0.0,14,1,2,18,6.0,0,1,18.0,1276,9.2,No,No,No
EMP11274,38,Male,Human Resources,HR Executive,3,Bachelor's,Divorced,Travel_Rarely,37.0,8005,High,42.0,16617.0,4,3.0,2.0,2.0,1.0,2,No,0.0,4,2,4,5,3.0,1,0,24.0,930,7.5,No,No,No
EMP11275,37,Female,Human Resources,HR Executive,1,Master's,Married,Travel_Rarely,3.0,6496,Medium,39.0,23814.0,2,4.0,3.0,1.0,2.0,4,Yes,5.0,16,6,10,22,8.0,5,0,10.0,368,8.3,No,No,No
EMP11276,27,Female,Sales,Sales Executive,2,Bachelor's,Married,Travel_Frequently,19.0,5379,Medium,82.0,23573.0,4,2.0,3.0,4.0,3.0,2,No,2.0,3,2,1,4,3.0,1,0,16.0,105,9.2,No,No,No
EMP11277,43,Female,Finance,Financial Analyst,3,Master's,Married,Travel_Frequently,1.0,8354,High,88.0,9531.0,4,4.0,3.0,2.0,2.0,2,Yes,0.0,5,1,5,9,5.0,4,0,12.0,627,8.0,No,No,No
EMP11278,53,Female,Operations,Operations Coordinator,4,Bachelor's,Married,Travel_Rarely,27.0,13510,Very High,37.0,5286.0,2,3.0,4.0,2.0,3.0,3,No,5.0,21,7,7,24,0.0,2,0,19.0,348,7.4,Yes,No,No
EMP11279,35,Male,Human Resources,HR Executive,4,,Married,Travel_Rarely,12.0,10154,Very High,28.0,4621.0,2,2.0,3.0,4.0,3.0,3,Yes,6.0,3,3,3,6,3.0,2,0,19.0,503,8.7,Yes,No,No
EMP11280,42,Female,IT,Software Engineer,3,Master's,Single,Travel_Rarely,30.0,9870,High,49.0,22866.0,3,3.0,4.0,3.0,3.0,3,No,0.0,17,6,8,18,5.0,1,1,10.0,997,8.3,Yes,No,No
EMP11281,40,Female,Research & Development,Research Scientist,3,Bachelor's,Married,Travel_Rarely,11.0,8407,High,58.0,8201.0,2,3.0,3.0,3.0,3.0,3,Yes,4.0,4,3,0,11,4.0,3,0,24.0,697,9.5,Yes,No,Yes
EMP11282,55,Male,Sales,Sales Executive,1,Bachelor's,Married,Travel_Frequently,18.0,8513,High,69.0,8112.0,3,2.0,3.0,2.0,3.0,3,No,0.0,22,5,3,29,5.0,5,1,17.0,424,9.5,No,No,No
EMP11283,37,Female,IT,Software Engineer,4,High School,Married,Travel_Frequently,12.0,12104,Very High,56.0,16655.0,3,3.0,2.0,4.0,2.0,3,No,3.0,16,3,13,21,5.0,3,1,17.0,289,7.9,Yes,No,No
EMP11284,50,Female,IT,Software Engineer,1,Bachelor's,Married,Travel_Rarely,11.0,6534,Medium,96.0,10425.0,1,3.0,4.0,4.0,4.0,3,No,3.0,14,2,8,14,0.0,5,2,12.0,122,7.2,Yes,No,Yes
EMP11285,60,Female,Sales,Sales Executive,1,,Single,Travel_Rarely,,8662,High,33.0,7761.0,2,3.0,3.0,3.0,4.0,3,No,2.0,13,10,2,15,1.0,3,2,10.0,1241,7.4,No,No,No
EMP11286,53,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,2.0,5485,Medium,98.0,23154.0,3,3.0,3.0,2.0,2.0,3,No,2.0,13,11,11,13,8.0,4,0,,932,7.0,No,No,No
EMP11287,25,Female,IT,Software Engineer,5,Bachelor's,,Travel_Rarely,29.0,12133,Very High,84.0,5239.0,3,2.0,3.0,2.0,2.0,3,Yes,3.0,4,3,4,10,4.0,5,1,25.0,243,7.2,No,No,No
EMP11288,51,Male,Finance,Financial Analyst,2,Bachelor's,Divorced,Travel_Rarely,34.0,9142,High,97.0,5822.0,4,1.0,2.0,2.0,1.0,3,Yes,3.0,17,4,14,23,1.0,5,2,,892,7.4,No,No,No
EMP11289,23,Female,Operations,Operations Coordinator,3,Master's,Single,Non-Travel,11.0,6134,Medium,70.0,10328.0,3,3.0,3.0,1.0,2.0,3,No,1.0,2,1,2,6,2.0,0,0,25.0,714,7.8,Yes,No,No
EMP11290,29,Female,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,21.0,7746,High,42.0,3798.0,4,3.0,2.0,3.0,3.0,3,No,5.0,8,1,8,11,1.0,2,1,23.0,1470,10.5,No,No,No
EMP11291,23,Male,IT,Software Engineer,5,Master's,Divorced,Travel_Rarely,31.0,11620,Very High,41.0,21847.0,4,4.0,2.0,4.0,3.0,3,No,5.0,2,2,2,7,2.0,5,0,16.0,273,9.7,No,No,No
EMP11292,52,Female,Finance,Financial Analyst,5,Master's,Single,Travel_Rarely,4.0,12680,Very High,58.0,13227.0,2,3.0,3.0,3.0,3.0,3,Yes,4.0,6,4,2,11,5.0,1,1,18.0,206,7.5,No,No,No
EMP11293,22,Female,IT,Software Engineer,2,Master's,,Non-Travel,9.0,5207,Medium,35.0,11032.0,4,3.0,4.0,4.0,3.0,4,No,3.0,1,1,0,4,1.0,4,2,14.0,848,7.5,No,Yes,No
EMP11294,37,Female,Human Resources,HR Executive,2,Bachelor's,Divorced,Travel_Rarely,31.0,7629,High,29.0,9820.0,4,2.0,4.0,3.0,3.0,3,No,6.0,7,3,1,7,6.0,6,1,24.0,734,7.0,Yes,No,No
EMP11295,38,Male,Sales,Sales Executive,2,Bachelor's,Single,Travel_Frequently,7.0,8513,High,57.0,12452.0,4,4.0,3.0,3.0,3.0,3,No,4.0,16,9,4,20,7.0,4,0,19.0,1392,9.1,No,Yes,No
EMP11296,53,Male,Sales,Sales Executive,2,Master's,Single,Non-Travel,31.0,10580,Very High,,15408.0,3,3.0,3.0,3.0,3.0,3,No,2.0,19,10,14,22,2.0,3,1,21.0,927,9.9,Yes,No,No
EMP11297,57,Female,Sales,Sales Executive,2,Master's,Married,Travel_Rarely,22.0,9062,High,64.0,3874.0,2,3.0,1.0,3.0,4.0,3,No,5.0,24,11,10,30,0.0,4,0,21.0,927,8.8,No,Yes,No
EMP11298,58,Male,Sales,Sales Executive,3,Bachelor's,Married,Non-Travel,23.0,8881,High,86.0,18163.0,3,1.0,3.0,2.0,3.0,3,No,5.0,0,0,0,0,0.0,5,1,25.0,1175,9.4,No,No,No
EMP11299,58,Female,Research & Development,Research Scientist,3,Bachelor's,Single,Travel_Rarely,10.0,12358,Very High,71.0,11994.0,2,2.0,2.0,4.0,4.0,4,No,,24,1,3,26,2.0,2,2,18.0,1176,8.1,No,Yes,No
EMP11300,38,Male,Operations,Operations Coordinator,2,High School,Married,Travel_Frequently,15.0,7262,High,,19429.0,3,3.0,3.0,3.0,3.0,3,No,4.0,10,2,8,16,3.0,3,2,14.0,1233,8.5,No,No,No
EMP11301,47,Female,Sales,Sales Executive,1,High School,Single,Travel_Frequently,29.0,4647,Medium,71.0,18792.0,2,1.0,4.0,3.0,4.0,2,No,1.0,3,3,3,9,3.0,3,1,20.0,904,7.1,No,No,Yes
EMP11302,25,Male,Sales,Sales Executive,2,Master's,Married,Travel_Rarely,28.0,5802,Medium,49.0,18057.0,2,3.0,4.0,3.0,3.0,3,No,1.0,4,4,4,4,0.0,6,0,18.0,553,7.2,No,No,Yes
EMP11303,60,Male,Research & Development,Research Scientist,4,High School,Single,Travel_Rarely,2.0,12409,Very High,61.0,15082.0,1,3.0,4.0,3.0,4.0,3,No,2.0,18,7,4,24,7.0,0,1,14.0,864,7.7,No,No,No
EMP11304,56,Female,Research & Development,Research Scientist,2,Master's,Married,Non-Travel,13.0,5938,Medium,98.0,18031.0,4,2.0,3.0,4.0,3.0,3,No,6.0,2,2,2,7,2.0,4,0,16.0,549,8.7,Yes,No,No
EMP11305,56,Female,Human Resources,HR Executive,4,Bachelor's,Married,Travel_Rarely,14.0,9978,High,75.0,5463.0,4,1.0,1.0,3.0,3.0,3,No,6.0,5,2,5,10,2.0,3,1,22.0,506,9.5,No,No,No
EMP11306,50,Female,Research & Development,Research Scientist,2,Bachelor's,Single,Non-Travel,12.0,8152,High,85.0,7438.0,2,4.0,2.0,1.0,3.0,3,Yes,1.0,6,0,6,10,6.0,0,0,21.0,130,10.3,No,No,Yes
EMP11307,26,Female,Finance,Financial Analyst,2,Bachelor's,Single,Travel_Frequently,,6875,Medium,93.0,10700.0,4,3.0,4.0,4.0,3.0,2,No,2.0,5,1,5,8,5.0,4,1,12.0,1000,8.3,No,No,No
EMP11308,47,Female,Research & Development,Research Scientist,5,Bachelor's,Divorced,Travel_Rarely,19.0,12773,Very High,71.0,4088.0,3,3.0,1.0,1.0,2.0,1,No,1.0,16,0,12,22,5.0,0,0,16.0,162,10.0,No,No,No
EMP11309,35,Female,Sales,Sales Executive,3,Bachelor's,Single,Travel_Rarely,29.0,9727,High,92.0,16485.0,2,1.0,3.0,1.0,3.0,4,Yes,0.0,14,8,12,19,9.0,4,0,10.0,266,10.0,No,Yes,No
EMP11310,44,Male,Research & Development,Research Scientist,2,Bachelor's,Married,Travel_Rarely,7.0,8327,High,64.0,4822.0,3,1.0,3.0,2.0,2.0,2,No,4.0,13,3,5,13,3.0,4,0,15.0,1463,8.9,No,No,No
EMP11311,56,Male,Finance,Financial Analyst,1,Bachelor's,Married,Non-Travel,32.0,5027,Medium,83.0,22152.0,3,4.0,1.0,1.0,2.0,2,No,5.0,2,2,2,9,2.0,4,0,22.0,555,10.2,No,No,No
EMP11312,44,Female,Sales,Sales Executive,1,Bachelor's,Married,Non-Travel,32.0,3959,Low,98.0,21238.0,3,3.0,4.0,2.0,4.0,4,Yes,2.0,2,2,2,3,2.0,0,0,15.0,1008,8.4,No,No,No
EMP11313,44,Male,IT,Software Engineer,4,Master's,Single,Travel_Rarely,20.0,9362,High,79.0,12564.0,3,4.0,3.0,4.0,3.0,4,No,2.0,5,5,5,10,1.0,0,0,15.0,407,8.5,No,No,No
EMP11314,46,Male,Human Resources,HR Executive,1,Bachelor's,Married,Travel_Rarely,12.0,8731,High,87.0,9303.0,4,1.0,1.0,3.0,4.0,3,No,4.0,21,6,3,24,0.0,5,0,19.0,1346,8.8,No,No,No
EMP11315,56,Female,Sales,Sales Executive,3,Master's,Married,Non-Travel,23.0,7557,High,44.0,24401.0,2,2.0,3.0,4.0,3.0,3,No,5.0,1,1,1,7,1.0,6,1,11.0,302,8.2,Yes,No,No
EMP11316,24,Male,Finance,Financial Analyst,2,Doctorate,Married,Travel_Frequently,16.0,7583,High,48.0,10830.0,2,2.0,1.0,3.0,2.0,2,No,1.0,3,3,3,3,3.0,3,0,17.0,1038,10.1,No,No,Yes
EMP11317,26,Male,Finance,Financial Analyst,2,High School,Divorced,Travel_Rarely,25.0,6469,Medium,30.0,24061.0,4,4.0,,3.0,3.0,3,No,0.0,5,3,5,12,3.0,4,1,14.0,1112,7.4,No,No,No
EMP11318,40,Male,Finance,Financial Analyst,5,Master's,Single,Non-Travel,17.0,13118,Very High,75.0,,2,3.0,4.0,2.0,1.0,3,No,5.0,5,5,5,11,4.0,3,1,14.0,707,8.3,No,No,Yes
EMP11319,44,Female,Sales,Sales Executive,2,Bachelor's,Married,Travel_Rarely,23.0,5962,Medium,,24471.0,3,4.0,1.0,3.0,2.0,3,No,1.0,3,3,0,7,3.0,1,0,20.0,587,8.0,Yes,No,No
EMP11320,47,Female,Research & Development,Research Scientist,2,Bachelor's,Single,Non-Travel,28.0,8188,High,74.0,16453.0,3,3.0,4.0,3.0,4.0,3,Yes,5.0,7,7,2,13,4.0,3,0,12.0,561,7.1,No,No,No
EMP11321,35,Female,IT,Software Engineer,1,Bachelor's,Single,Non-Travel,34.0,5971,Medium,44.0,20122.0,3,2.0,3.0,2.0,3.0,3,No,4.0,14,6,5,18,,1,1,19.0,357,7.1,No,No,No
EMP11322,45,Female,IT,Software Engineer,1,Master's,Single,Travel_Rarely,,5197,Medium,72.0,21205.0,1,3.0,4.0,3.0,3.0,1,No,1.0,8,8,2,8,8.0,6,0,21.0,474,7.3,Yes,No,Yes
EMP11323,44,Female,Sales,Sales Executive,2,High School,,Non-Travel,17.0,9808,High,34.0,21251.0,2,1.0,2.0,3.0,4.0,3,No,3.0,22,0,1,28,5.0,6,1,13.0,462,10.1,No,No,No
EMP11324,28,Male,Research & Development,Research Scientist,3,Bachelor's,Married,Travel_Rarely,10.0,7834,High,57.0,10239.0,3,2.0,3.0,1.0,3.0,3,No,1.0,0,0,0,5,0.0,5,2,16.0,836,9.3,No,Yes,No
EMP11325,31,Female,Sales,Sales Executive,1,Bachelor's,Divorced,Non-Travel,22.0,5705,Medium,32.0,19489.0,3,2.0,1.0,3.0,2.0,2,No,1.0,10,0,8,11,0.0,2,1,13.0,361,7.2,No,No,No
EMP11326,57,Female,Human Resources,HR Executive,3,Bachelor's,Married,Travel_Frequently,40.0,10709,Very High,58.0,19495.0,3,4.0,3.0,3.0,3.0,3,No,2.0,22,9,9,28,8.0,3,2,10.0,931,8.6,No,No,No
EMP11327,34,Female,IT,Software Engineer,1,Doctorate,Married,Travel_Rarely,22.0,5599,Medium,39.0,5355.0,3,2.0,2.0,3.0,3.0,2,Yes,0.0,13,4,12,20,9.0,3,2,20.0,1351,9.2,No,Yes,No
EMP11328,24,Female,IT,Software Engineer,3,Doctorate,Divorced,Travel_Rarely,24.0,7508,High,98.0,18868.0,4,4.0,3.0,3.0,3.0,3,No,4.0,3,2,3,7,0.0,6,1,10.0,148,9.8,Yes,No,Yes
EMP11329,22,Male,Sales,Sales Executive,3,Bachelor's,Married,Travel_Frequently,4.0,7210,High,61.0,22770.0,3,4.0,2.0,2.0,,3,No,5.0,0,0,0,5,0.0,6,1,16.0,1273,7.9,No,No,Yes
EMP11330,24,Male,Operations,Operations Coordinator,2,Bachelor's,Married,Non-Travel,13.0,5850,Medium,79.0,23925.0,4,4.0,2.0,3.0,2.0,3,No,4.0,3,3,3,5,2.0,0,2,25.0,846,8.8,No,No,No
EMP11331,23,Male,IT,Software Engineer,2,Bachelor's,Married,Travel_Frequently,20.0,5014,Medium,39.0,,3,3.0,3.0,2.0,1.0,1,No,3.0,2,2,2,8,2.0,6,1,14.0,413,7.6,Yes,No,No
EMP11332,25,Male,Sales,Sales Executive,1,Bachelor's,Single,Non-Travel,30.0,5261,Medium,48.0,4756.0,2,1.0,3.0,4.0,4.0,3,No,5.0,4,4,4,4,0.0,4,0,17.0,386,9.6,No,No,No
EMP11333,38,Female,Human Resources,HR Executive,2,Master's,Married,Non-Travel,29.0,7642,High,94.0,6695.0,1,3.0,3.0,1.0,3.0,4,No,0.0,17,11,10,19,2.0,1,0,11.0,532,9.9,No,Yes,No
EMP11334,40,Female,Finance,Financial Analyst,2,Master's,Married,Travel_Frequently,40.0,5467,Medium,86.0,12744.0,1,3.0,3.0,2.0,4.0,3,No,4.0,1,1,1,2,1.0,5,2,14.0,595,9.6,No,No,No
EMP11335,24,Female,Operations,Operations Coordinator,1,Bachelor's,Married,Non-Travel,2.0,5899,Medium,34.0,17111.0,1,2.0,2.0,3.0,4.0,3,Yes,6.0,3,3,3,8,3.0,6,1,23.0,382,9.3,No,No,Yes
EMP11336,35,Female,Sales,Sales Executive,1,Bachelor's,Married,Travel_Rarely,17.0,6908,Medium,26.0,18008.0,2,3.0,3.0,3.0,3.0,3,No,,14,9,14,21,1.0,4,0,18.0,298,7.4,No,Yes,No
EMP11337,49,Male,Sales,Sales Executive,3,Master's,Married,Travel_Frequently,29.0,7951,High,36.0,9367.0,1,4.0,,2.0,2.0,1,No,5.0,7,7,3,13,6.0,3,2,24.0,966,7.8,No,Yes,No
EMP11338,28,Male,Sales,Sales Executive,1,Bachelor's,Married,Non-Travel,32.0,5424,Medium,37.0,,3,3.0,4.0,4.0,3.0,3,No,1.0,4,2,4,6,1.0,4,0,16.0,1245,9.7,Yes,No,No
EMP11339,38,Male,Sales,Sales Executive,3,Bachelor's,Single,Travel_Frequently,13.0,9599,High,93.0,19649.0,2,3.0,4.0,3.0,1.0,3,Yes,0.0,7,4,7,10,7.0,5,0,18.0,939,8.0,No,No,Yes
